Artikelnummer,Attributname,Attributwert
A-Q200-Q200-25M,FAQ,"Welche Datenrate und Bauform hat das A-Q200-Q200-25M?||Das A-Q200-Q200-25M ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das A-Q200-Q200-25M?||Das A-Q200-Q200-25M hat eine feste Länge von 25 m (Aktives optisches Kabel (AOC)).##Benötigt das A-Q200-Q200-25M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-Q200-Q200-25M?||Das A-Q200-Q200-25M ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-Q200-Q200-25M?||Das A-Q200-Q200-25M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-Q200-Q200-25M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-Q200-Q200-25M mit Arista-Geräten kompatibel?||Das A-Q200-Q200-25M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
A-Q200-Q200-30M,FAQ,"Welche Datenrate und Bauform hat das A-Q200-Q200-30M?||Das A-Q200-Q200-30M ist ein QSFP56-Kabel mit 200 Gbit/s.##Welche Länge hat das A-Q200-Q200-30M?||Das A-Q200-Q200-30M hat eine feste Länge von 30 m (Aktives optisches Kabel (AOC)).##Benötigt das A-Q200-Q200-30M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das A-Q200-Q200-30M?||Das A-Q200-Q200-30M ist als QSFP56 auf QSFP56 konfektioniert.##In welchem Temperaturbereich arbeitet das A-Q200-Q200-30M?||Das A-Q200-Q200-30M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das A-Q200-Q200-30M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das A-Q200-Q200-30M mit Arista-Geräten kompatibel?||Das A-Q200-Q200-30M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
QSFP-200G-SR4,FAQ,"Welche Datenrate und Bauform hat das QSFP-200G-SR4?||Das QSFP-200G-SR4 ist ein QSFP56-Modul mit 200 Gbit/s nach 200GBASE-SR4.##Welchen Stecker und welche Schnittstelle nutzt das QSFP-200G-SR4?||Das QSFP-200G-SR4 hat den Formfaktor QSFP56 mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das QSFP-200G-SR4?||Laut Spezifikation erreicht das QSFP-200G-SR4 bis zu 100 m (Wellenlänge 850 nm (MMF)).##Welcher Fasertyp ist erforderlich?||Das QSFP-200G-SR4 ist für parallele Multimode-Glasfaser (MMF) (OM3/OM4) ausgelegt.##Unterstützt das QSFP-200G-SR4 DOM/DDM?||Ja, das QSFP-200G-SR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das QSFP-200G-SR4?||Das QSFP-200G-SR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das QSFP-200G-SR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das QSFP-200G-SR4 mit Arista-Geräten kompatibel?||Das QSFP-200G-SR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
QSFP-200G-FR4,FAQ,"Welche Datenrate und Bauform hat das QSFP-200G-FR4?||Das QSFP-200G-FR4 ist ein QSFP56-Modul mit 200 Gbit/s nach 200GBASE-FR4.##Welchen Stecker und welche Schnittstelle nutzt das QSFP-200G-FR4?||Das QSFP-200G-FR4 hat den Formfaktor QSFP56 mit LC (Duplex)-Schnittstelle.##Welche Reichweite erreicht das QSFP-200G-FR4?||Laut Spezifikation erreicht das QSFP-200G-FR4 bis zu 2 km (Wellenlänge 1271–1331 nm (CWDM, 4 Wellenlängen)).##Welcher Fasertyp ist erforderlich?||Das QSFP-200G-FR4 ist für Singlemode-Glasfaser (SMF) ausgelegt.##Unterstützt das QSFP-200G-FR4 DOM/DDM?||Ja, das QSFP-200G-FR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das QSFP-200G-FR4?||Das QSFP-200G-FR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das QSFP-200G-FR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das QSFP-200G-FR4 mit Arista-Geräten kompatibel?||Das QSFP-200G-FR4 ist eine Arista-Optik-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-0.5,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-0.5?||Das CAB-Q-Q-100G-0.5 ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-0.5?||Das CAB-Q-Q-100G-0.5 hat eine feste Länge von 0.5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-0.5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-0.5?||Das CAB-Q-Q-100G-0.5 ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-0.5?||Das CAB-Q-Q-100G-0.5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-0.5 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-0.5 mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-0.5 ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-1M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-1M?||Das CAB-Q-Q-100G-1M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-1M?||Das CAB-Q-Q-100G-1M hat eine feste Länge von 1 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-1M?||Das CAB-Q-Q-100G-1M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-1M?||Das CAB-Q-Q-100G-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-1M mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-1M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-1.5,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-1.5?||Das CAB-Q-Q-100G-1.5 ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-1.5?||Das CAB-Q-Q-100G-1.5 hat eine feste Länge von 1.5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-1.5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-1.5?||Das CAB-Q-Q-100G-1.5 ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-1.5?||Das CAB-Q-Q-100G-1.5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-1.5 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-1.5 mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-1.5 ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-2M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-2M?||Das CAB-Q-Q-100G-2M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-2M?||Das CAB-Q-Q-100G-2M hat eine feste Länge von 2 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-2M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-2M?||Das CAB-Q-Q-100G-2M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-2M?||Das CAB-Q-Q-100G-2M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-2M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-2M mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-2M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-2.5,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-2.5?||Das CAB-Q-Q-100G-2.5 ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-2.5?||Das CAB-Q-Q-100G-2.5 hat eine feste Länge von 2.5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-2.5 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-2.5?||Das CAB-Q-Q-100G-2.5 ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-2.5?||Das CAB-Q-Q-100G-2.5 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-2.5 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-2.5 mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-2.5 ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-3M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-3M?||Das CAB-Q-Q-100G-3M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-3M?||Das CAB-Q-Q-100G-3M hat eine feste Länge von 3 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-3M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-3M?||Das CAB-Q-Q-100G-3M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-3M?||Das CAB-Q-Q-100G-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-3M mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-3M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-Q-100G-5M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-Q-100G-5M?||Das CAB-Q-Q-100G-5M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-Q-100G-5M?||Das CAB-Q-Q-100G-5M hat eine feste Länge von 5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-Q-100G-5M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-Q-100G-5M?||Das CAB-Q-Q-100G-5M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-Q-100G-5M?||Das CAB-Q-Q-100G-5M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-Q-100G-5M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-Q-100G-5M mit Arista-Geräten kompatibel?||Das CAB-Q-Q-100G-5M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-4S-100G-1M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-4S-100G-1M?||Das CAB-Q-4S-100G-1M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-4S-100G-1M?||Das CAB-Q-4S-100G-1M hat eine feste Länge von 1 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-4S-100G-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-4S-100G-1M?||Das CAB-Q-4S-100G-1M ist als QSFP28 auf 4× SFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-4S-100G-1M?||Das CAB-Q-4S-100G-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-4S-100G-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-4S-100G-1M mit Arista-Geräten kompatibel?||Das CAB-Q-4S-100G-1M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-4S-100G-2M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-4S-100G-2M?||Das CAB-Q-4S-100G-2M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-4S-100G-2M?||Das CAB-Q-4S-100G-2M hat eine feste Länge von 2 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-4S-100G-2M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-4S-100G-2M?||Das CAB-Q-4S-100G-2M ist als QSFP28 auf 4× SFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-4S-100G-2M?||Das CAB-Q-4S-100G-2M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-4S-100G-2M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-4S-100G-2M mit Arista-Geräten kompatibel?||Das CAB-Q-4S-100G-2M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-4S-100G-3M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-4S-100G-3M?||Das CAB-Q-4S-100G-3M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-4S-100G-3M?||Das CAB-Q-4S-100G-3M hat eine feste Länge von 3 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-4S-100G-3M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-4S-100G-3M?||Das CAB-Q-4S-100G-3M ist als QSFP28 auf 4× SFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-4S-100G-3M?||Das CAB-Q-4S-100G-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-4S-100G-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-4S-100G-3M mit Arista-Geräten kompatibel?||Das CAB-Q-4S-100G-3M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-4S-100G-5M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-4S-100G-5M?||Das CAB-Q-4S-100G-5M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-4S-100G-5M?||Das CAB-Q-4S-100G-5M hat eine feste Länge von 5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-4S-100G-5M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-4S-100G-5M?||Das CAB-Q-4S-100G-5M ist als QSFP28 auf 4× SFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-4S-100G-5M?||Das CAB-Q-4S-100G-5M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-4S-100G-5M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-4S-100G-5M mit Arista-Geräten kompatibel?||Das CAB-Q-4S-100G-5M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-2Q-100G-1M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-2Q-100G-1M?||Das CAB-Q-2Q-100G-1M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-2Q-100G-1M?||Das CAB-Q-2Q-100G-1M hat eine feste Länge von 1 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-2Q-100G-1M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-2Q-100G-1M?||Das CAB-Q-2Q-100G-1M ist als QSFP28 auf 2× QSFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-2Q-100G-1M?||Das CAB-Q-2Q-100G-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-2Q-100G-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-2Q-100G-1M mit Arista-Geräten kompatibel?||Das CAB-Q-2Q-100G-1M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-2Q-100G-2M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-2Q-100G-2M?||Das CAB-Q-2Q-100G-2M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-2Q-100G-2M?||Das CAB-Q-2Q-100G-2M hat eine feste Länge von 2 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-2Q-100G-2M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-2Q-100G-2M?||Das CAB-Q-2Q-100G-2M ist als QSFP28 auf 2× QSFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-2Q-100G-2M?||Das CAB-Q-2Q-100G-2M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-2Q-100G-2M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-2Q-100G-2M mit Arista-Geräten kompatibel?||Das CAB-Q-2Q-100G-2M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-2Q-100G-3M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-2Q-100G-3M?||Das CAB-Q-2Q-100G-3M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-2Q-100G-3M?||Das CAB-Q-2Q-100G-3M hat eine feste Länge von 3 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-2Q-100G-3M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-2Q-100G-3M?||Das CAB-Q-2Q-100G-3M ist als QSFP28 auf 2× QSFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-2Q-100G-3M?||Das CAB-Q-2Q-100G-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-2Q-100G-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-2Q-100G-3M mit Arista-Geräten kompatibel?||Das CAB-Q-2Q-100G-3M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
CAB-Q-2Q-100G-5M,FAQ,"Welche Datenrate und Bauform hat das CAB-Q-2Q-100G-5M?||Das CAB-Q-2Q-100G-5M ist ein QSFP28-Kabel mit 100 Gbit/s nach 100GBASE-CR4.##Welche Länge hat das CAB-Q-2Q-100G-5M?||Das CAB-Q-2Q-100G-5M hat eine feste Länge von 5 m (Passives Twinax-Kupferkabel (DAC)).##Benötigt das CAB-Q-2Q-100G-5M eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das CAB-Q-2Q-100G-5M?||Das CAB-Q-2Q-100G-5M ist als QSFP28 auf 2× QSFP28 (Breakout) konfektioniert.##In welchem Temperaturbereich arbeitet das CAB-Q-2Q-100G-5M?||Das CAB-Q-2Q-100G-5M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das CAB-Q-2Q-100G-5M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das CAB-Q-2Q-100G-5M mit Arista-Geräten kompatibel?||Das CAB-Q-2Q-100G-5M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOC-Q-Q-100G-1M,FAQ,"Welche Datenrate und Bauform hat das AOC-Q-Q-100G-1M?||Das AOC-Q-Q-100G-1M ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das AOC-Q-Q-100G-1M?||Das AOC-Q-Q-100G-1M hat eine feste Länge von 1 m (Aktives optisches Kabel (AOC)).##Benötigt das AOC-Q-Q-100G-1M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das AOC-Q-Q-100G-1M?||Das AOC-Q-Q-100G-1M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das AOC-Q-Q-100G-1M?||Das AOC-Q-Q-100G-1M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOC-Q-Q-100G-1M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das AOC-Q-Q-100G-1M mit Arista-Geräten kompatibel?||Das AOC-Q-Q-100G-1M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOC-Q-Q-100G-3M,FAQ,"Welche Datenrate und Bauform hat das AOC-Q-Q-100G-3M?||Das AOC-Q-Q-100G-3M ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das AOC-Q-Q-100G-3M?||Das AOC-Q-Q-100G-3M hat eine feste Länge von 3 m (Aktives optisches Kabel (AOC)).##Benötigt das AOC-Q-Q-100G-3M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das AOC-Q-Q-100G-3M?||Das AOC-Q-Q-100G-3M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das AOC-Q-Q-100G-3M?||Das AOC-Q-Q-100G-3M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOC-Q-Q-100G-3M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das AOC-Q-Q-100G-3M mit Arista-Geräten kompatibel?||Das AOC-Q-Q-100G-3M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOC-Q-Q-100G-5M,FAQ,"Welche Datenrate und Bauform hat das AOC-Q-Q-100G-5M?||Das AOC-Q-Q-100G-5M ist ein QSFP28-Kabel mit 100 Gbit/s.##Welche Länge hat das AOC-Q-Q-100G-5M?||Das AOC-Q-Q-100G-5M hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das AOC-Q-Q-100G-5M eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das AOC-Q-Q-100G-5M?||Das AOC-Q-Q-100G-5M ist als QSFP28 auf QSFP28 konfektioniert.##In welchem Temperaturbereich arbeitet das AOC-Q-Q-100G-5M?||Das AOC-Q-Q-100G-5M ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOC-Q-Q-100G-5M typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das AOC-Q-Q-100G-5M mit Arista-Geräten kompatibel?||Das AOC-Q-Q-100G-5M ist eine Arista-Kabel-Komponente und für den Betrieb in Arista-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
